Cod Município;Território
2603801;Demais Municípios de Pernambuco
2603900;Demais Municípios de Pernambuco
2603926;Demais Municípios de Pernambuco
2604007;Demais Municípios de Pernambuco
2604106;Demais Municípios de Pernambuco
2604155;Demais Municípios de Pernambuco
2604205;Demais Municípios de Pernambuco
2604304;Demais Municípios de Pernambuco
2604403;Demais Municípios de Pernambuco
2604502;Demais Municípios de Pernambuco
2604601;Demais Municípios de Pernambuco
2604700;Demais Municípios de Pernambuco
2604809;Demais Municípios de Pernambuco
2604908;Demais Municípios de Pernambuco
2605004;Demais Municípios de Pernambuco
2605103;Demais Municípios de Pernambuco
2605152;Demais Municípios de Pernambuco
2605202;Demais Municípios de Pernambuco
2605301;Demais Municípios de Pernambuco
2605400;Demais Municípios de Pernambuco
2605459;Demais Municípios de Pernambuco
2605509;Demais Municípios de Pernambuco
2605608;Demais Municípios de Pernambuco
2605707;Demais Municípios de Pernambuco
2605806;Demais Municípios de Pernambuco
2605905;Demais Municípios de Pernambuco
2606002;Demais Municípios de Pernambuco
2606101;Demais Municípios de Pernambuco
2606200;RM de Recife
2606309;Demais Municípios de Pernambuco
2606408;Demais Municípios de Pernambuco
2606507;Demais Municípios de Pernambuco
2606606;Demais Municípios de Pernambuco
2606705;Demais Municípios de Pernambuco
2606804;RM de Recife
2606903;Demais Municípios de Pernambuco
2607000;Demais Municípios de Pernambuco
2607109;Demais Municípios de Pernambuco
2607208;RM de Recife
2607307;Demais Municípios de Pernambuco
2607406;Demais Municípios de Pernambuco
2607505;Demais Municípios de Pernambuco
2607604;RM de Recife
2607653;Demais Municípios de Pernambuco
2607703;Demais Municípios de Pernambuco
2607752;RM de Recife
2607802;Demais Municípios de Pernambuco
2607901;RM de Recife
2607950;Demais Municípios de Pernambuco
2608008;Demais Municípios de Pernambuco
2608057;Demais Municípios de Pernambuco
2608107;Demais Municípios de Pernambuco
2608206;Demais Municípios de Pernambuco
2608255;Demais Municípios de Pernambuco
2608305;Demais Municípios de Pernambuco
2608404;Demais Municípios de Pernambuco
2608453;Demais Municípios de Pernambuco
2608503;Demais Municípios de Pernambuco
2608602;Demais Municípios de Pernambuco
2608701;Demais Municípios de Pernambuco
2608750;RIDE do Polo Petrolina/PE e Juazeiro/BA
2608800;Demais Municípios de Pernambuco
2608909;Demais Municípios de Pernambuco
2609006;Demais Municípios de Pernambuco
2609105;Demais Municípios de Pernambuco
2609154;Demais Municípios de Pernambuco
2609204;Demais Municípios de Pernambuco
2609303;Demais Municípios de Pernambuco
2609402;RM de Recife
2609501;Demais Municípios de Pernambuco
2609600;RM de Recife
2609709;Demais Municípios de Pernambuco
2609808;RIDE do Polo Petrolina/PE e Juazeiro/BA
2609907;Demais Municípios de Pernambuco
2610004;Demais Municípios de Pernambuco
2610103;Demais Municípios de Pernambuco
2610202;Demais Municípios de Pernambuco
2610301;Demais Municípios de Pernambuco
2610400;Demais Municípios de Pernambuco
2610509;Demais Municípios de Pernambuco
2610608;Demais Municípios de Pernambuco
2610707;RM de Recife
2610806;Demais Municípios de Pernambuco
2610905;Demais Municípios de Pernambuco
2611002;Demais Municípios de Pernambuco
2611101;RIDE do Polo Petrolina/PE e Juazeiro/BA
2611200;Demais Municípios de Pernambuco
2611309;Demais Municípios de Pernambuco
2611408;Demais Municípios de Pernambuco
2611507;Demais Municípios de Pernambuco
2611533;Demais Municípios de Pernambuco
2611606;RM de Recife
2611705;Demais Municípios de Pernambuco
2611804;Demais Municípios de Pernambuco
2611903;Demais Municípios de Pernambuco
2612000;Demais Municípios de Pernambuco
2612109;Demais Municípios de Pernambuco
2612208;Demais Municípios de Pernambuco
2612307;Demais Municípios de Pernambuco
2612406;Demais Municípios de Pernambuco
2612455;Demais Municípios de Pernambuco
2612471;Demais Municípios de Pernambuco
2612505;Demais Municípios de Pernambuco
2612554;Demais Municípios de Pernambuco
2612604;RIDE do Polo Petrolina/PE e Juazeiro/BA
2612703;Demais Municípios de Pernambuco
2612802;Demais Municípios de Pernambuco
2612901;Demais Municípios de Pernambuco
2613008;Demais Municípios de Pernambuco
2613107;Demais Municípios de Pernambuco
2613206;Demais Municípios de Pernambuco
2613305;Demais Municípios de Pernambuco
2613404;Demais Municípios de Pernambuco
2613503;Demais Municípios de Pernambuco
2613602;Demais Municípios de Pernambuco
2613701;RM de Recife
2613800;Demais Municípios de Pernambuco
2613909;Demais Municípios de Pernambuco
2614006;Demais Municípios de Pernambuco
2614105;Demais Municípios de Pernambuco
2614204;Demais Municípios de Pernambuco
2614303;Demais Municípios de Pernambuco
2614402;Demais Municípios de Pernambuco
2614501;Demais Municípios de Pernambuco
2614600;Demais Municípios de Pernambuco
2614709;Demais Municípios de Pernambuco
2614808;Demais Municípios de Pernambuco
2614857;Demais Municípios de Pernambuco
2615003;Demais Municípios de Pernambuco
2615102;Demais Municípios de Pernambuco
2615201;Demais Municípios de Pernambuco
2615300;Demais Municípios de Pernambuco
2615409;Demais Municípios de Pernambuco
2615508;Demais Municípios de Pernambuco
2615607;Demais Municípios de Pernambuco
2615706;Demais Municípios de Pernambuco
2615805;Demais Municípios de Pernambuco
2615904;Demais Municípios de Pernambuco
2616001;Demais Municípios de Pernambuco
2616100;Demais Municípios de Pernambuco
2616183;Demais Municípios de Pernambuco
2616209;Demais Municípios de Pernambuco
2616308;Demais Municípios de Pernambuco
2616407;Demais Municípios de Pernambuco
2616506;Demais Municípios de Pernambuco
2700102;RM do Sertão
2700201;Demais Municípios de Alagoas
2700300;RM do Agreste
2700409;RM do Vale do Paraíba
2700508;RM de Maceió
2700607;RM de Maceió
2700706;Demais Municípios de Alagoas
2700805;RM do Agreste
2700904;Demais Municípios de Alagoas
2701001;RM do Vale do Paraíba
2701100;RM da Zona da Mata
2701209;RM de Palmeira dos Índios
2701308;RM do Vale do Paraíba
2701357;RM da Zona da Mata
2701407;Demais Municípios de Alagoas
2701506;RM do Agreste
2701605;Demais Municípios de Alagoas
2701704;RM do Vale do Paraíba
2701803;RM do Médio Sertão
2701902;RM do Vale do Paraíba
2702009;RM do Agreste
2702108;RM da Zona da Mata
2702207;RM de Maceió
2702306;RM de Caetés
2702355;RM do Agreste
2702405;RM do Sertão
2702504;RM do Médio Sertão
2702553;RM do Agreste
2702603;RM do Agreste
2702702;RM do São Francisco
2702801;RM da Zona da Mata
2702900;RM do Agreste
2703007;RM da Zona da Mata
2703106;RM do Agreste
2703205;RM do São Francisco
2703304;RM do Sertão
2703403;Demais Municípios de Alagoas
2703502;RM da Zona da Mata
2703601;Demais Municípios de Alagoas
2703700;RM do Agreste
2703759;Demais Municípios de Alagoas
2703809;RM da Zona da Mata
2703908;RM da Zona da Mata
2704005;Demais Municípios de Alagoas
2704104;RM do Agreste
2704203;Demais Municípios de Alagoas
2704302;RM de Maceió
2704401;RM de Palmeira dos Índios
2704500;Demais Municípios de Alagoas
2704609;RM do Médio Sertão
2704708;RM de Maceió
2704807;RM do Vale do Paraíba
2704906;RM do Vale do Paraíba
2705002;RM do Sertão
2705101;RM da Zona da Mata
2705200;RM de Maceió
2705309;RM de Palmeira dos Índios
2705408;Demais Municípios de Alagoas
2705507;RM de Maceió
2705606;RM da Zona da Mata
2705705;RM do Médio Sertão
2705804;RM do Sertão
2705903;RM do Agreste
2706000;RM do Médio Sertão
2706109;RM do Médio Sertão
2706208;Demais Municípios de Alagoas
2706307;RM do Agreste
2706406;Demais Municípios de Alagoas
2706422;RM do Sertão
2706448;RM de Maceió
2706505;Demais Municípios de Alagoas
2706604;RM do Vale do Paraíba
2706703;RM do São Francisco
2706802;RM do São Francisco
2706901;RM de Maceió
2707008;RM do Vale do Paraíba
2707107;RM do Sertão
2707206;RM do Médio Sertão
2707305;RM da Zona da Mata
2707404;Demais Municípios de Alagoas
2707503;RM do São Francisco
2707602;Demais Municípios de Alagoas
2707701;RM de Maceió
2707800;Demais Municípios de Alagoas
2707909;RM de Maceió
2708006;RM do Médio Sertão
2708105;RM da Zona da Mata
2708204;RM do Agreste
2708303;RM da Zona da Mata
2708402;Demais Municípios de Alagoas
2708501;RM da Zona da Mata
2708600;RM de Caetés
2708709;Demais Municípios de Alagoas
2708808;RM do Agreste
2708907;RM de Maceió
2708956;RM do Médio Sertão
2709004;RM do Agreste
2709103;RM do Agreste
2709152;Demais Municípios de Alagoas
2709202;RM do Agreste
2709301;RM da Zona da Mata
2709400;RM do Vale do Paraíba
2800100;Demais Municípios de Sergipe
2800209;Demais Municípios de Sergipe
2800308;RM de Aracaju
2800407;Demais Municípios de Sergipe
2800506;Demais Municípios de Sergipe
2800605;RM de Aracaju
2800670;Demais Municípios de Sergipe
2800704;Demais Municípios de Sergipe
2801009;Demais Municípios de Sergipe
2801108;Demais Municípios de Sergipe
2801207;Demais Municípios de Sergipe
2801306;Demais Municípios de Sergipe
2801405;Demais Municípios de Sergipe
2801504;Demais Municípios de Sergipe
2801603;Demais Municípios de Sergipe
2801702;Demais Municípios de Sergipe
2801900;Demais Municípios de Sergipe
2802007;Demais Municípios de Sergipe
2802106;Demais Municípios de Sergipe
2802205;Demais Municípios de Sergipe
2802304;Demais Municípios de Sergipe
2802403;Demais Municípios de Sergipe
2802502;Demais Municípios de Sergipe
2802601;Demais Municípios de Sergipe
2802700;Demais Municípios de Sergipe
2802809;Demais Municípios de Sergipe
2802908;Demais Municípios de Sergipe
2803005;Demais Municípios de Sergipe
2803104;Demais Municípios de Sergipe
2803203;Demais Municípios de Sergipe
2803302;Demais Municípios de Sergipe
2803401;Demais Municípios de Sergipe
2803500;Demais Municípios de Sergipe
2803609;Demais Municípios de Sergipe
2803708;Demais Municípios de Sergipe
2803807;Demais Municípios de Sergipe
2803906;Demais Municípios de Sergipe
2804003;Demais Municípios de Sergipe
2804102;Demais Municípios de Sergipe
2804201;Demais Municípios de Sergipe
2804300;Demais Municípios de Sergipe
2804409;Demais Municípios de Sergipe
2804458;Demais Municípios de Sergipe
2804508;Demais Municípios de Sergipe
2804607;Demais Municípios de Sergipe
2804706;Demais Municípios de Sergipe
2804805;RM de Aracaju
2804904;Demais Municípios de Sergipe
2805000;Demais Municípios de Sergipe
2805109;Demais Municípios de Sergipe
2805208;Demais Municípios de Sergipe
2805307;Demais Municípios de Sergipe
2805406;Demais Municípios de Sergipe
2805505;Demais Municípios de Sergipe
2805604;Demais Municípios de Sergipe
2805703;Demais Municípios de Sergipe
2805802;Demais Municípios de Sergipe
2805901;Demais Municípios de Sergipe
2806008;Demais Municípios de Sergipe
2806107;Demais Municípios de Sergipe
2806206;Demais Municípios de Sergipe
2806305;Demais Municípios de Sergipe
2806404;Demais Municípios de Sergipe
2806503;Demais Municípios de Sergipe
2806602;Demais Municípios de Sergipe
2806701;RM de Aracaju
2806800;Demais Municípios de Sergipe
2806909;Demais Municípios de Sergipe
2807006;Demais Municípios de Sergipe
2807105;Demais Municípios de Sergipe
2807204;Demais Municípios de Sergipe
2807303;Demais Municípios de Sergipe
2807402;Demais Municípios de Sergipe
2807501;Demais Municípios de Sergipe
2807600;Demais Municípios de Sergipe
2900108;Demais Municípios da Bahia
2900207;Demais Municípios da Bahia
2900306;Demais Municípios da Bahia
2900355;Demais Municípios da Bahia
2900405;Demais Municípios da Bahia
2900504;Demais Municípios da Bahia
2900603;Demais Municípios da Bahia
2900702;Demais Municípios da Bahia
2900801;Demais Municípios da Bahia
2900900;Demais Municípios da Bahia
2901007;Demais Municípios da Bahia
2901106;RM de Feira de Santana
2901155;Demais Municípios da Bahia
2901205;Demais Municípios da Bahia
2901304;Demais Municípios da Bahia
2901353;Demais Municípios da Bahia
2901403;Demais Municípios da Bahia
2901502;RM de Feira de Santana
2901601;Demais Municípios da Bahia
2901700;RM de Feira de Santana
2901809;Demais Municípios da Bahia
2901908;Demais Municípios da Bahia
2901957;Demais Municípios da Bahia
2902005;Demais Municípios da Bahia
2902054;Demais Municípios da Bahia
2902104;Demais Municípios da Bahia
2902203;Demais Municípios da Bahia
2902252;Demais Municípios da Bahia
2902302;Demais Municípios da Bahia
2902401;Demais Municípios da Bahia
2902500;Demais Municípios da Bahia
2902609;Demais Municípios da Bahia
2902658;Demais Municípios da Bahia
2902708;Demais Municípios da Bahia
2902807;Demais Municípios da Bahia
2902906;Demais Municípios da Bahia
2903003;Demais Municípios da Bahia
2903102;Demais Municípios da Bahia
2903201;Demais Municípios da Bahia
2903235;Demais Municípios da Bahia
2903276;Demais Municípios da Bahia
2903300;Demais Municípios da Bahia
2903409;Demais Municípios da Bahia
2903508;Demais Municípios da Bahia
2903607;Demais Municípios da Bahia
2903706;Demais Municípios da Bahia
2903805;Demais Municípios da Bahia
2903904;Demais Municípios da Bahia
2903953;Demais Municípios da Bahia
2904001;Demais Municípios da Bahia
2904050;Demais Municípios da Bahia
2904100;Demais Municípios da Bahia
2904209;Demais Municípios da Bahia
2904308;Demais Municípios da Bahia
2904407;Demais Municípios da Bahia
2904506;Demais Municípios da Bahia
2904605;Demais Municípios da Bahia
2904704;Demais Municípios da Bahia
2904753;Demais Municípios da Bahia
2904803;Demais Municípios da Bahia
2904852;Demais Municípios da Bahia
2904902;Demais Municípios da Bahia
2905008;Demais Municípios da Bahia
2905107;Demais Municípios da Bahia
2905156;Demais Municípios da Bahia
2905206;Demais Municípios da Bahia
2905305;Demais Municípios da Bahia
2905404;Demais Municípios da Bahia
2905503;Demais Municípios da Bahia
2905602;Demais Municípios da Bahia
2905701;RM de Salvador
2905800;Demais Municípios da Bahia
2905909;Demais Municípios da Bahia
2906006;Demais Municípios da Bahia
2906105;Demais Municípios da Bahia
2906204;Demais Municípios da Bahia
2906303;Demais Municípios da Bahia
2906402;RM de Feira de Santana
2906501;RM de Salvador
2906600;Demais Municípios da Bahia
2906709;Demais Municípios da Bahia
2906808;Demais Municípios da Bahia
2906824;Demais Municípios da Bahia
2906857;Demais Municípios da Bahia
2906873;Demais Municípios da Bahia
2906899;Demais Municípios da Bahia
2906907;Demais Municípios da Bahia
2907004;Demais Municípios da Bahia
2907103;Demais Municípios da Bahia
2907202;RIDE do Polo Petrolina/PE e Juazeiro/BA
2907301;Demais Municípios da Bahia
2907400;Demais Municípios da Bahia
2907509;Demais Municípios da Bahia
2907558;Demais Municípios da Bahia
2907608;Demais Municípios da Bahia
2907707;Demais Municípios da Bahia
2907806;Demais Municípios da Bahia
2907905;Demais Municípios da Bahia
2908002;Demais Municípios da Bahia
2908101;Demais Municípios da Bahia
2908200;RM de Feira de Santana
2908309;Demais Municípios da Bahia
2908408;Demais Municípios da Bahia
2908507;RM de Feira de Santana
2908606;Demais Municípios da Bahia
2908705;Demais Municípios da Bahia
2908804;Demais Municípios da Bahia
2908903;RM de Feira de Santana
2909000;Demais Municípios da Bahia
2909109;Demais Municípios da Bahia
2909208;Demais Municípios da Bahia
2909307;Demais Municípios da Bahia
2909406;Demais Municípios da Bahia
2909505;Demais Municípios da Bahia
2909604;Demais Municípios da Bahia
2909703;Demais Municípios da Bahia
2909802;Demais Municípios da Bahia
2909901;RIDE do Polo Petrolina/PE e Juazeiro/BA
2910008;Demais Municípios da Bahia
2910057;RM de Salvador
2910107;Demais Municípios da Bahia
2910206;Demais Municípios da Bahia
2910305;Demais Municípios da Bahia
2910404;Demais Municípios da Bahia
2910503;Demais Municípios da Bahia
2910602;Demais Municípios da Bahia
2910701;Demais Municípios da Bahia
2910727;Demais Municípios da Bahia
2910750;Demais Municípios da Bahia
2910776;Demais Municípios da Bahia
2910800;RM de Feira de Santana
2910859;Demais Municípios da Bahia
2910909;Demais Municípios da Bahia
2911006;Demais Municípios da Bahia
2911105;Demais Municípios da Bahia
2911204;Demais Municípios da Bahia
2911253;Demais Municípios da Bahia
2911303;Demais Municípios da Bahia
2911402;Demais Municípios da Bahia
2911501;Demais Municípios da Bahia
2911600;Demais Municípios da Bahia
2911659;Demais Municípios da Bahia
2911709;Demais Municípios da Bahia
2911808;Demais Municípios da Bahia
2911857;Demais Municípios da Bahia
2911907;Demais Municípios da Bahia
2912004;Demais Municípios da Bahia
2912103;Demais Municípios da Bahia
2912202;Demais Municípios da Bahia
2912301;Demais Municípios da Bahia
2912400;Demais Municípios da Bahia
2912509;Demais Municípios da Bahia
2912608;Demais Municípios da Bahia
2912707;Demais Municípios da Bahia
2912806;Demais Municípios da Bahia
2912905;Demais Municípios da Bahia
2913002;Demais Municípios da Bahia
2913101;Demais Municípios da Bahia
2913200;Demais Municípios da Bahia
2913309;Demais Municípios da Bahia
2913408;Demais Municípios da Bahia
2913457;Demais Municípios da Bahia
2913507;Demais Municípios da Bahia
2913606;Demais Municípios da Bahia
2913705;Demais Municípios da Bahia
2913804;RM de Feira de Santana
2913903;Demais Municípios da Bahia
2914000;Demais Municípios da Bahia
2914109;Demais Municípios da Bahia
2914208;Demais Municípios da Bahia
2914307;Demais Municípios da Bahia
2914406;Demais Municípios da Bahia
2914505;RM de Feira de Santana
2914604;Demais Municípios da Bahia
2914653;Demais Municípios da Bahia
2914703;Demais Municípios da Bahia
2914802;Demais Municípios da Bahia
2914901;Demais Municípios da Bahia
2915007;Demais Municípios da Bahia
2915106;Demais Municípios da Bahia
2915205;Demais Municípios da Bahia
2915304;Demais Municípios da Bahia
2915353;Demais Municípios da Bahia
2915403;Demais Municípios da Bahia
2915502;Demais Municípios da Bahia
2915601;Demais Municípios da Bahia
2915700;Demais Municípios da Bahia
2915809;Demais Municípios da Bahia
2915908;Demais Municípios da Bahia
2916005;Demais Municípios da Bahia
2916104;RM de Salvador
2916203;Demais Municípios da Bahia
2916302;Demais Municípios da Bahia
2916401;Demais Municípios da Bahia
2916500;Demais Municípios da Bahia
2916609;Demais Municípios da Bahia
2916708;Demais Municípios da Bahia
2916807;Demais Municípios da Bahia
2916856;Demais Municípios da Bahia
2916906;Demais Municípios da Bahia
2917003;Demais Municípios da Bahia
2917102;Demais Municípios da Bahia
2917201;Demais Municípios da Bahia
2917300;Demais Municípios da Bahia
2917334;Demais Municípios da Bahia
2917359;Demais Municípios da Bahia
2917409;Demais Municípios da Bahia
2917508;Demais Municípios da Bahia
2917607;Demais Municípios da Bahia
2917706;Demais Municípios da Bahia
2917805;Demais Municípios da Bahia
2917904;Demais Municípios da Bahia
2918001;Demais Municípios da Bahia
2918100;Demais Municípios da Bahia
2918209;Demais Municípios da Bahia
2918308;Demais Municípios da Bahia
2918357;Demais Municípios da Bahia
2918407;RIDE do Polo Petrolina/PE e Juazeiro/BA
2918456;Demais Municípios da Bahia
2918506;Demais Municípios da Bahia
2918555;Demais Municípios da Bahia
2918605;Demais Municípios da Bahia
2918704;Demais Municípios da Bahia
2918753;Demais Municípios da Bahia
2918803;Demais Municípios da Bahia
2918902;Demais Municípios da Bahia
2919009;Demais Municípios da Bahia
2919058;Demais Municípios da Bahia
2919108;Demais Municípios da Bahia
2919157;Demais Municípios da Bahia
2919207;RM de Salvador
2919306;Demais Municípios da Bahia
2919405;Demais Municípios da Bahia
2919504;Demais Municípios da Bahia
2919553;Demais Municípios da Bahia
2919603;Demais Municípios da Bahia
2919702;Demais Municípios da Bahia
2919801;Demais Municípios da Bahia
2919900;Demais Municípios da Bahia
2919926;RM de Salvador
2919959;Demais Municípios da Bahia
2920007;Demais Municípios da Bahia
2920106;Demais Municípios da Bahia
2920205;Demais Municípios da Bahia
2920304;Demais Municípios da Bahia
2920403;Demais Municípios da Bahia
2920452;Demais Municípios da Bahia
2920502;Demais Municípios da Bahia
2920601;Demais Municípios da Bahia
2920700;Demais Municípios da Bahia
2920809;Demais Municípios da Bahia
2920908;Demais Municípios da Bahia
2921005;RM de Salvador
2921054;Demais Municípios da Bahia
2921104;Demais Municípios da Bahia
2921203;Demais Municípios da Bahia
2921302;Demais Municípios da Bahia
2921401;Demais Municípios da Bahia
2921450;Demais Municípios da Bahia
2921500;Demais Municípios da Bahia
2921609;Demais Municípios da Bahia
2921708;Demais Municípios da Bahia
2921807;Demais Municípios da Bahia
2921906;Demais Municípios da Bahia
2922003;Demais Municípios da Bahia
2922052;Demais Municípios da Bahia
2922102;Demais Municípios da Bahia
2922201;Demais Municípios da Bahia
2922250;Demais Municípios da Bahia
2922300;Demais Municípios da Bahia
2922409;Demais Municípios da Bahia
2922508;Demais Municípios da Bahia
2922607;Demais Municípios da Bahia
2922656;Demais Municípios da Bahia
2922706;Demais Municípios da Bahia
2922730;Demais Municípios da Bahia
2922755;Demais Municípios da Bahia
2922805;Demais Municípios da Bahia
2922854;Demais Municípios da Bahia
2922904;Demais Municípios da Bahia
2923001;Demais Municípios da Bahia
2923035;Demais Municípios da Bahia
2923050;Demais Municípios da Bahia
2923100;Demais Municípios da Bahia
2923209;Demais Municípios da Bahia
2923308;Demais Municípios da Bahia
2923357;Demais Municípios da Bahia
2923407;Demais Municípios da Bahia
2923506;Demais Municípios da Bahia
2923605;Demais Municípios da Bahia
2923704;Demais Municípios da Bahia
2923803;Demais Municípios da Bahia
2923902;Demais Municípios da Bahia
2924009;Demais Municípios da Bahia
2924058;Demais Municípios da Bahia
2924108;Demais Municípios da Bahia
2924207;Demais Municípios da Bahia
2924306;Demais Municípios da Bahia
2924405;Demais Municípios da Bahia
2924504;Demais Municípios da Bahia
2924603;Demais Municípios da Bahia
2924652;Demais Municípios da Bahia
2924678;Demais Municípios da Bahia
2924702;Demais Municípios da Bahia
2924801;Demais Municípios da Bahia
2924900;Demais Municípios da Bahia
2925006;Demais Municípios da Bahia
2925105;Demais Municípios da Bahia
2925204;RM de Salvador
2925253;Demais Municípios da Bahia
2925303;Demais Municípios da Bahia
2925402;Demais Municípios da Bahia
2925501;Demais Municípios da Bahia
2925600;Demais Municípios da Bahia
2925709;Demais Municípios da Bahia
2925758;Demais Municípios da Bahia
2925808;Demais Municípios da Bahia
2925907;Demais Municípios da Bahia
2925931;Demais Municípios da Bahia
2925956;Demais Municípios da Bahia
2926004;Demais Municípios da Bahia
2926103;Demais Municípios da Bahia
2926202;Demais Municípios da Bahia
2926301;RM de Feira de Santana
2926400;Demais Municípios da Bahia
2926509;Demais Municípios da Bahia
2926608;Demais Municípios da Bahia
2926657;Demais Municípios da Bahia
2926707;Demais Municípios da Bahia
2926806;Demais Municípios da Bahia
2926905;Demais Municípios da Bahia
2927002;Demais Municípios da Bahia
2927101;Demais Municípios da Bahia
2927200;Demais Municípios da Bahia
2927309;Demais Municípios da Bahia
2927408;RM de Salvador
2927507;RM de Feira de Santana
2927606;Demais Municípios da Bahia
2927705;Demais Municípios da Bahia
2927804;Demais Municípios da Bahia
2927903;Demais Municípios da Bahia
2928000;Demais Municípios da Bahia
2928059;Demais Municípios da Bahia
2928109;Demais Municípios da Bahia
2928208;Demais Municípios da Bahia
2928307;RM de Feira de Santana
2928406;Demais Municípios da Bahia
2928505;Demais Municípios da Bahia
2928604;Demais Municípios da Bahia
2928703;Demais Municípios da Bahia
2928802;Demais Municípios da Bahia
2928901;Demais Municípios da Bahia
2928950;Demais Municípios da Bahia
2929008;Demais Municípios da Bahia
2929057;Demais Municípios da Bahia
2929107;Demais Municípios da Bahia
2929206;RM de Salvador
2929255;Demais Municípios da Bahia
2929305;RM de Feira de Santana
2929354;Demais Municípios da Bahia
2929370;Demais Municípios da Bahia
2929404;Demais Municípios da Bahia
2929503;RM de Salvador
2929602;Demais Municípios da Bahia
2929701;Demais Municípios da Bahia
2929750;Demais Municípios da Bahia
2929800;Demais Municípios da Bahia
2929909;Demais Municípios da Bahia
2930006;Demais Municípios da Bahia
2930105;Demais Municípios da Bahia
2930154;Demais Municípios da Bahia
2930204;Demais Municípios da Bahia
2930303;Demais Municípios da Bahia
2930402;RM de Feira de Santana
2930501;Demais Municípios da Bahia
2930600;Demais Municípios da Bahia
2930709;RM de Salvador
2930758;Demais Municípios da Bahia
2930766;Demais Municípios da Bahia
2930774;RIDE do Polo Petrolina/PE e Juazeiro/BA
2930808;Demais Municípios da Bahia
2930907;Demais Municípios da Bahia
2931004;Demais Municípios da Bahia
2931053;Demais Municípios da Bahia
2931103;RM de Feira de Santana
2931202;Demais Municípios da Bahia
2931301;Demais Municípios da Bahia
2931350;Demais Municípios da Bahia
2931400;Demais Municípios da Bahia
2931509;Demais Municípios da Bahia
2931608;Demais Municípios da Bahia
2931707;Demais Municípios da Bahia
2931806;Demais Municípios da Bahia
2931905;Demais Municípios da Bahia
2932002;Demais Municípios da Bahia
2932101;Demais Municípios da Bahia
2932200;Demais Municípios da Bahia
2932309;Demais Municípios da Bahia
2932408;Demais Municípios da Bahia
2932457;Demais Municípios da Bahia
2932507;Demais Municípios da Bahia
2932606;Demais Municípios da Bahia
2932705;Demais Municípios da Bahia
2932804;Demais Municípios da Bahia
2932903;Demais Municípios da Bahia
2933000;Demais Municípios da Bahia
2933059;Demais Municípios da Bahia
2933109;Demais Municípios da Bahia
2933158;Demais Municípios da Bahia
2933174;Demais Municípios da Bahia
2933208;RM de Salvador
2933257;Demais Municípios da Bahia
2933307;Demais Municípios da Bahia
2933406;Demais Municípios da Bahia
2933455;Demais Municípios da Bahia
2933505;Demais Municípios da Bahia
2933604;Demais Municípios da Bahia
3100104;Demais Municípios de Minas Gerais
3100203;Demais Municípios de Minas Gerais
3100302;Demais Municípios de Minas Gerais
3100401;Demais Municípios de Minas Gerais
3100500;RM do Vale do Aço
3100609;Demais Municípios de Minas Gerais
3100708;Demais Municípios de Minas Gerais
3100807;Demais Municípios de Minas Gerais
3100906;Demais Municípios de Minas Gerais
3101003;Demais Municípios de Minas Gerais
3101102;Demais Municípios de Minas Gerais
3101201;Demais Municípios de Minas Gerais
3101300;Demais Municípios de Minas Gerais
3101409;Demais Municípios de Minas Gerais
3101508;Demais Municípios de Minas Gerais
3101607;Demais Municípios de Minas Gerais
3101631;Demais Municípios de Minas Gerais
3101706;Demais Municípios de Minas Gerais
3101805;Demais Municípios de Minas Gerais
3101904;Demais Municípios de Minas Gerais
3102001;Demais Municípios de Minas Gerais
3102050;Demais Municípios de Minas Gerais
3102100;Demais Municípios de Minas Gerais
3102209;Demais Municípios de Minas Gerais
3102308;Demais Municípios de Minas Gerais
3102407;Demais Municípios de Minas Gerais
3102506;Demais Municípios de Minas Gerais
3102605;Demais Municípios de Minas Gerais
3102704;Demais Municípios de Minas Gerais
3102803;Demais Municípios de Minas Gerais
3102852;Demais Municípios de Minas Gerais
3102902;Demais Municípios de Minas Gerais
3103009;RM do Vale do Aço
3103108;Demais Municípios de Minas Gerais
3103207;Demais Municípios de Minas Gerais
3103306;Demais Municípios de Minas Gerais
3103405;Demais Municípios de Minas Gerais
3103504;Demais Municípios de Minas Gerais
3103603;Demais Municípios de Minas Gerais
3103702;Demais Municípios de Minas Gerais
3103751;Demais Municípios de Minas Gerais
3103801;Demais Municípios de Minas Gerais
3103900;Demais Municípios de Minas Gerais
3104007;Demais Municípios de Minas Gerais
3104106;Demais Municípios de Minas Gerais
3104205;Demais Municípios de Minas Gerais
3104304;Demais Municípios de Minas Gerais
3104403;Demais Municípios de Minas Gerais
3104452;Demais Municípios de Minas Gerais
3104502;RIDE do Distrito Federal e Entorno
3104601;Demais Municípios de Minas Gerais
3104700;Demais Municípios de Minas Gerais
3104809;Demais Municípios de Minas Gerais
3104908;Demais Municípios de Minas Gerais
3105004;RM de Belo Horizonte
3105103;Demais Municípios de Minas Gerais
3105202;Demais Municípios de Minas Gerais
3105301;Demais Municípios de Minas Gerais
3105400;RM de Belo Horizonte
3105509;Demais Municípios de Minas Gerais
3105608;Demais Municípios de Minas Gerais
3105707;Demais Municípios de Minas Gerais
3105905;Demais Municípios de Minas Gerais
3106002;Demais Municípios de Minas Gerais
3106101;Demais Municípios de Minas Gerais
3106200;RM de Belo Horizonte
3106309;RM do Vale do Aço
3106408;RM de Belo Horizonte
3106507;Demais Municípios de Minas Gerais
3106606;Demais Municípios de Minas Gerais
3106655;Demais Municípios de Minas Gerais
